Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","4","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","33","Canada","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","40","Chile","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","59","Egypt","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","68","France","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","150","","Official data"
"TM","Detailed trade matrix","41","China, mainland","112","Jordan","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","1","","Official data"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","41","China, mainland","150","Netherlands","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","156","New Zealand","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","170","Peru","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","117","Republic of Korea","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","117","Republic of Korea","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","99","","Official data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","8","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","9","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","91","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","0","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","5","","Official data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","25","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","5","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","5","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","7","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","11","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","37","","Official data"
"TM","Detailed trade matrix","54","Denmark","11","Austria","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","86","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","89","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","707","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","636","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","591","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","749","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","1142","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","308","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","446","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","1050","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","2","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","12","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","81","","Official data"
"TM","Detailed trade matrix","54","Denmark","255","Belgium","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","201","","Official data"
"TM","Detailed trade matrix","54","Denmark","27","Bulgaria","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","12","","Official data"
"TM","Detailed trade matrix","54","Denmark","27","Bulgaria","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","13","","Official data"
"TM","Detailed trade matrix","54","Denmark","27","Bulgaria","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","75","","Official data"
"TM","Detailed trade matrix","54","Denmark","27","Bulgaria","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","42","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","434","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","423","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","291","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","172","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","55","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","70","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","13","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","25","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","49","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","85","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","147","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","161","","Official data"
"TM","Detailed trade matrix","54","Denmark","50","Cyprus","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","93","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","44","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","23","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","4","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","481","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","68","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","30","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","37","","Official data"
"TM","Detailed trade matrix","54","Denmark","167","Czechia","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","21","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","480","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","284","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","126","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","186","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","500","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","658","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","75","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","214","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","408","","Official data"
"TM","Detailed trade matrix","54","Denmark","59","Egypt","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","174","","Official data"
"TM","Detailed trade matrix","54","Denmark","63","Estonia","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","73","","Official data"
"TM","Detailed trade matrix","54","Denmark","63","Estonia","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","63","Estonia","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","5","","Official data"
"TM","Detailed trade matrix","54","Denmark","63","Estonia","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","12","","Official data"
"TM","Detailed trade matrix","54","Denmark","63","Estonia","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","27","","Official data"
"TM","Detailed trade matrix","54","Denmark","64","Faroe Islands","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","64","Faroe Islands","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","64","Faroe Islands","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","51","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","195","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","29","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","115","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","118","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","262","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","469","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","46","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","189","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","153","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","210","","Official data"
"TM","Detailed trade matrix","54","Denmark","67","Finland","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","48","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","2245","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","3198","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","2869","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","4019","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","4159","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","6172","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","7210","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","7851","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","8696","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","9307","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","6401","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","3533","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","3556","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","1968","","Official data"
"TM","Detailed trade matrix","54","Denmark","68","France","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","1831","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","29681","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","37947","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","57441","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","51627","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","42926","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","51261","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","66593","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","87477","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","64262","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","85735","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","91261","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","96411","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","88470","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","121120","","Official data"
"TM","Detailed trade matrix","54","Denmark","79","Germany","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","92747","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","469","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","65","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","30","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","23","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","2","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","37","","Official data"
"TM","Detailed trade matrix","54","Denmark","84","Greece","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","65","","Official data"
"TM","Detailed trade matrix","54","Denmark","97","Hungary","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","96","","Official data"
"TM","Detailed trade matrix","54","Denmark","97","Hungary","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","10","","Official data"
"TM","Detailed trade matrix","54","Denmark","97","Hungary","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","97","Hungary","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","97","Hungary","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","100","India","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","64","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","24","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","295","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","75","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","6","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","32","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","12","","Official data"
"TM","Detailed trade matrix","54","Denmark","104","Ireland","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","14","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","115","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","162","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","78","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","481","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","674","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","1360","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","1081","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","436","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","856","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1451","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","845","","Official data"
"TM","Detailed trade matrix","54","Denmark","105","Israel","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","2116","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2005","2005","tonnes","1583","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2006","2006","tonnes","2204","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2007","2007","tonnes","1473","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","1538","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","449","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","788","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","265","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","695","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","1001","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","599","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","525","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2016","2016","tonnes","384","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","1076","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","1633","","Official data"
"TM","Detailed trade matrix","54","Denmark","106","Italy","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","2572","","Official data"
"TM","Detailed trade matrix","54","Denmark","110","Japan","5610","Import Quantity","116","Potatoes","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","119","Latvia","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","271","","Official data"
"TM","Detailed trade matrix","54","Denmark","119","Latvia","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","54","","Official data"
"TM","Detailed trade matrix","54","Denmark","119","Latvia","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","119","Latvia","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","1","","Official data"
"TM","Detailed trade matrix","54","Denmark","119","Latvia","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","23","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2008","2008","tonnes","12","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","97","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2010","2010","tonnes","3","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","49","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","210","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","70","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","42","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2015","2015","tonnes","15","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2018","2018","tonnes","2","","Official data"
"TM","Detailed trade matrix","54","Denmark","126","Lithuania","5610","Import Quantity","116","Potatoes","2019","2019","tonnes","220","","Official data"
"TM","Detailed trade matrix","54","Denmark","256","Luxembourg","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","256","Luxembourg","5610","Import Quantity","116","Potatoes","2013","2013","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","256","Luxembourg","5610","Import Quantity","116","Potatoes","2014","2014","tonnes","0","","Official data"
"TM","Detailed trade matrix","54","Denmark","134","Malta","5610","Import Quantity","116","Potatoes","2009","2009","tonnes","24","","Official data"
"TM","Detailed trade matrix","54","Denmark","134","Malta","5610","Import Quantity","116","Potatoes","2011","2011","tonnes","23","","Official data"
"TM","Detailed trade matrix","54","Denmark","134","Malta","5610","Import Quantity","116","Potatoes","2012","2012","tonnes","80","","Official data"
